order_id,order_date,store_id,region,sales_channel,product_id,category,subcategory,product_name,unit_price,quantity,discount_rate,revenue,cost,profit,payment_method,customer_id,customer_segment,promo_code,is_return,return_date,inventory
337,2025-06-23,Store-2,North,Retail,P103,Electronics,Audio,Audio 9,105.0,2,0.15,178.5,124.3,54.2,Card,C1186,Small Business,VIP5,false,,42
338,2025-07-22,Store-1,North,Online,P144,Sports,Fitness,Fitness 1,158.55,3,0.15,404.3,247.35,156.95,Card,C1083,Consumer,VIP5,false,,23
339,2025-07-07,Store-2,South,Retail,P148,Home,Decor,Decor 10,26.5,2,0,53.0,46.26,6.74,Cash,C1193,Small Business,,false,,41
340,2025-09-09,Store-1,South,Online,P139,Electronics,Audio,Audio 9,103.39,3,0.1,279.15,204.09,75.06,Cash,C1034,Consumer,,false,,42
341,2025-09-12,Store-1,Central,Online,P199,Home,Kitchen,Kitchen 5,172.15,5,0,860.75,721.38,139.37,Wallet,C1116,Corporate,NEW20,true,2025-09-16,46
342,2025-07-12,Store-2,North,Online,P115,Electronics,Phones,Phones 11,177.89,1,0,177.89,126.48,51.41,Wallet,C1017,Corporate,,false,,29
343,2025-08-19,Store-2,Central,Retail,P139,Home,Decor,Decor 19,96.74,3,0.05,275.71,226.56,49.15,Cash,C1146,Consumer,,false,,30
344,2025-07-26,Store-2,North,Online,P126,Electronics,Audio,Audio 12,110.84,1,0.15,94.21,57.51,36.7,Wallet,C1145,Corporate,,false,,27
345,2025-06-10,Store-1,South,Retail,P195,Sports,Fitness,Fitness 12,24.8,5,0,124.0,82.55,41.45,Wallet,C1110,Consumer,NEW20,false,,26
346,2025-06-24,Store-2,Central,Retail,P193,Sports,Fitness,Fitness 6,100.8,5,0,504.0,403.47,100.53,Card,C1154,Corporate,,false,,11
347,2025-06-01,Store-3,South,Online,P146,Sports,Fitness,Fitness 2,185.18,2,0.15,314.81,191.1,123.71,Wallet,C1182,Small Business,WINTER10,true,2025-06-04,35
348,2025-06-26,Store-1,North,Retail,P154,Electronics,Phones,Phones 5,122.41,3,0.15,312.15,213.14,99.01,Cash,C1055,Small Business,NEW20,false,,5
349,2025-09-06,Store-1,Central,Online,P168,Electronics,Audio,Audio 9,50.26,2,0,100.52,78.49,22.03,Card,C1149,Small Business,,true,2025-09-16,45
350,2025-06-26,Store-2,Central,Online,P100,Home,Decor,Decor 15,174.5,1,0.15,148.32,119.14,29.18,Card,C1081,Corporate,WINTER10,false,,34
351,2025-07-12,Store-2,South,Online,P129,Electronics,Audio,Audio 6,174.51,3,0.15,445.0,325.2,119.8,Cash,C1041,Small Business,WINTER10,true,2025-07-14,9
352,2025-06-23,Store-3,Central,Online,P137,Sports,Fitness,Fitness 6,86.44,4,0.15,293.9,219.21,74.69,Cash,C1120,Small Business,WINTER10,true,2025-07-03,32
353,2025-06-17,Store-3,North,Online,P145,Electronics,Phones,Phones 13,193.56,4,0,774.24,546.79,227.45,Cash,C1085,Corporate,NEW20,false,,29
354,2025-09-17,Store-3,South,Online,P193,Electronics,Phones,Phones 16,74.12,4,0.1,266.83,209.71,57.12,Card,C1141,Small Business,,false,,40
355,2025-07-15,Store-3,Central,Retail,P173,Sports,Fitness,Fitness 8,71.31,2,0.15,121.23,92.81,28.42,Wallet,C1046,Corporate,,false,,1
356,2025-08-16,Store-2,Central,Retail,P135,Home,Decor,Decor 12,106.69,1,0.05,101.36,77.51,23.85,Cash,C1163,Corporate,,false,,16
357,2025-07-18,Store-3,South,Retail,P147,Electronics,Phones,Phones 13,18.1,5,0,90.5,61.79,28.71,Cash,C1073,Corporate,WINTER10,true,2025-07-19,4
358,2025-06-23,Store-1,North,Online,P139,Electronics,Audio,Audio 8,47.76,4,0.05,181.49,115.54,65.95,Wallet,C1027,Consumer,,false,,49
359,2025-09-25,Store-1,Central,Online,P195,Electronics,Phones,Phones 16,172.43,4,0.1,620.75,389.8,230.95,Wallet,C1192,Consumer,,false,,19
360,2025-06-03,Store-1,North,Online,P104,Electronics,Phones,Phones 1,68.92,2,0,137.84,101.87,35.97,Card,C1046,Consumer,,false,,43
361,2025-06-24,Store-2,North,Retail,P150,Home,Kitchen,Kitchen 14,54.4,2,0.1,97.92,87.38,10.54,Wallet,C1180,Consumer,WINTER10,false,,9
362,2025-09-08,Store-2,South,Online,P167,Home,Decor,Decor 20,137.74,1,0.1,123.97,94.74,29.23,Wallet,C1003,Corporate,NEW20,false,,38
363,2025-08-19,Store-2,South,Retail,P118,Sports,Fitness,Fitness 2,183.39,5,0.15,779.41,500.96,278.45,Card,C1176,Corporate,WINTER10,false,,32
364,2025-09-09,Store-3,South,Online,P153,Home,Kitchen,Kitchen 7,116.13,4,0.05,441.29,391.86,49.43,Wallet,C1157,Consumer,VIP5,true,2025-09-13,17
365,2025-09-22,Store-1,South,Online,P188,Sports,Fitness,Fitness 11,67.06,5,0.05,318.53,267.67,50.86,Cash,C1040,Small Business,,true,2025-09-27,5
366,2025-07-31,Store-1,North,Retail,P173,Electronics,Phones,Phones 14,181.91,5,0.15,773.12,562.97,210.15,Card,C1022,Small Business,WINTER10,false,,24
367,2025-07-04,Store-1,South,Retail,P192,Home,Decor,Decor 9,20.86,4,0.05,79.27,49.88,29.39,Cash,C1184,Corporate,WINTER10,false,,41
368,2025-07-02,Store-2,Central,Online,P164,Sports,Fitness,Fitness 17,88.22,5,0.05,419.05,308.78,110.27,Cash,C1102,Small Business,NEW20,false,,2
369,2025-09-02,Store-1,South,Retail,P177,Electronics,Phones,Phones 18,148.7,2,0.05,282.53,223.5,59.03,Cash,C1063,Corporate,,false,,28
370,2025-07-30,Store-1,North,Online,P127,Electronics,Phones,Phones 15,122.14,1,0.05,116.03,81.57,34.46,Wallet,C1047,Consumer,,false,,32
371,2025-07-02,Store-2,North,Online,P160,Electronics,Audio,Audio 8,53.79,1,0,53.79,34.87,18.92,Wallet,C1077,Consumer,NEW20,true,2025-07-06,6
372,2025-07-22,Store-2,Central,Online,P129,Home,Decor,Decor 15,98.77,5,0,493.85,433.09,60.76,Card,C1133,Small Business,,false,,25
373,2025-09-20,Store-1,North,Retail,P163,Home,Decor,Decor 9,114.83,1,0.15,97.61,73.13,24.48,Wallet,C1084,Consumer,VIP5,false,,23
374,2025-07-17,Store-1,North,Retail,P136,Sports,Fitness,Fitness 11,80.08,5,0,400.4,277.94,122.46,Card,C1081,Consumer,NEW20,false,,18
375,2025-07-27,Store-3,Central,Retail,P181,Home,Decor,Decor 7,110.93,2,0.05,210.77,138.37,72.4,Card,C1076,Corporate,WINTER10,false,,26
376,2025-05-31,Store-1,South,Online,P165,Electronics,Audio,Audio 17,134.2,2,0,268.4,216.13,52.27,Card,C1049,Small Business,,false,,17
377,2025-06-05,Store-2,North,Retail,P172,Home,Kitchen,Kitchen 1,105.46,3,0.15,268.92,204.33,64.59,Card,C1003,Small Business,WINTER10,false,,14
378,2025-06-12,Store-1,North,Retail,P194,Sports,Fitness,Fitness 17,191.5,4,0.1,689.4,618.94,70.46,Card,C1017,Small Business,NEW20,false,,47
379,2025-09-21,Store-2,South,Online,P146,Home,Decor,Decor 1,190.94,1,0.1,171.85,135.24,36.61,Wallet,C1098,Consumer,VIP5,false,,35
380,2025-06-16,Store-2,Central,Retail,P118,Sports,Fitness,Fitness 6,35.84,2,0,71.68,55.66,16.02,Card,C1040,Corporate,,false,,35
381,2025-08-01,Store-2,Central,Online,P130,Electronics,Phones,Phones 14,32.39,1,0,32.39,28.13,4.26,Cash,C1061,Consumer,NEW20,true,2025-08-08,21
382,2025-07-29,Store-1,North,Online,P164,Home,Decor,Decor 8,185.11,5,0,925.55,610.37,315.18,Cash,C1021,Corporate,,false,,41
383,2025-06-09,Store-2,Central,Online,P199,Sports,Fitness,Fitness 15,52.65,2,0,105.3,72.83,32.47,Cash,C1027,Small Business,,true,2025-06-12,37
384,2025-06-04,Store-2,North,Online,P136,Electronics,Phones,Phones 17,12.73,1,0,12.73,9.63,3.1,Wallet,C1183,Consumer,,true,2025-06-07,14
385,2025-08-23,Store-1,Central,Retail,P111,Home,Decor,Decor 8,181.01,1,0,181.01,144.55,36.46,Card,C1050,Corporate,,false,,23
386,2025-07-11,Store-1,Central,Retail,P104,Electronics,Audio,Audio 13,86.23,4,0,344.92,223.07,121.85,Card,C1014,Small Business,WINTER10,false,,40
387,2025-06-11,Store-2,South,Retail,P124,Home,Kitchen,Kitchen 4,135.62,4,0.15,461.11,388.55,72.56,Cash,C1016,Small Business,NEW20,false,,9
388,2025-06-07,Store-2,Central,Online,P189,Electronics,Phones,Phones 6,117.74,1,0,117.74,74.63,43.11,Cash,C1061,Consumer,WINTER10,false,,22
389,2025-06-20,Store-3,Central,Retail,P120,Home,Kitchen,Kitchen 15,90.4,1,0,90.4,56.72,33.68,Wallet,C1110,Consumer,WINTER10,false,,45
390,2025-06-13,Store-1,Central,Online,P100,Electronics,Audio,Audio 5,13.25,3,0,39.75,34.28,5.47,Wallet,C1081,Small Business,,true,2025-06-23,34
391,2025-06-24,Store-2,South,Online,P193,Home,Decor,Decor 11,29.64,3,0.15,75.58,58.02,17.56,Card,C1158,Corporate,,false,,32
392,2025-06-01,Store-2,Central,Online,P168,Electronics,Phones,Phones 10,58.78,4,0.05,223.36,168.69,54.67,Card,C1180,Small Business,,true,2025-06-10,18
393,2025-07-06,Store-2,South,Online,P161,Home,Kitchen,Kitchen 11,147.57,2,0.1,265.63,228.08,37.55,Wallet,C1078,Corporate,VIP5,false,,48
394,2025-07-15,Store-3,South,Online,P155,Electronics,Audio,Audio 9,128.87,1,0.05,122.43,93.6,28.83,Cash,C1092,Corporate,,true,2025-07-25,33
395,2025-09-20,Store-3,Central,Online,P143,Home,Kitchen,Kitchen 16,26.17,2,0.1,47.11,29.71,17.4,Card,C1069,Corporate,,false,,21
396,2025-09-15,Store-2,Central,Retail,P119,Home,Decor,Decor 11,35.01,2,0,70.02,49.41,20.61,Card,C1172,Consumer,VIP5,false,,11
397,2025-09-21,Store-1,Central,Retail,P119,Electronics,Audio,Audio 12,104.3,1,0.05,99.08,72.51,26.57,Cash,C1152,Corporate,,true,2025-09-28,11
398,2025-07-17,Store-1,South,Retail,P197,Electronics,Phones,Phones 11,69.93,1,0.15,59.44,48.44,11.0,Card,C1005,Small Business,,false,,18
399,2025-06-11,Store-1,South,Online,P160,Electronics,Audio,Audio 19,155.59,3,0,466.77,285.16,181.61,Cash,C1132,Small Business,,false,,32
400,2025-07-27,Store-1,North,Online,P139,Home,Decor,Decor 14,183.45,1,0,183.45,116.45,67.0,Cash,C1061,Small Business,NEW20,false,,21
401,2025-08-13,Store-1,Central,Online,P170,Sports,Fitness,Fitness 10,57.49,4,0.1,206.96,185.46,21.5,Card,C1169,Corporate,NEW20,false,,38
402,2025-08-17,Store-1,South,Retail,P149,Sports,Fitness,Fitness 6,160.93,1,0.05,152.88,126.53,26.35,Wallet,C1112,Consumer,VIP5,true,2025-08-21,44
403,2025-05-30,Store-1,North,Online,P147,Electronics,Audio,Audio 1,89.35,5,0.1,402.07,276.14,125.93,Wallet,C1089,Small Business,VIP5,false,,6
404,2025-08-03,Store-3,Central,Online,P137,Home,Kitchen,Kitchen 18,45.86,4,0.05,174.27,148.89,25.38,Wallet,C1157,Small Business,,false,,18
405,2025-09-04,Store-1,South,Retail,P146,Electronics,Phones,Phones 18,130.13,2,0.05,247.25,198.34,48.91,Card,C1086,Consumer,NEW20,false,,23
406,2025-06-27,Store-2,North,Online,P185,Electronics,Audio,Audio 18,92.03,4,0.05,349.71,234.24,115.47,Wallet,C1117,Consumer,VIP5,false,,1
407,2025-07-17,Store-1,Central,Retail,P163,Electronics,Phones,Phones 18,97.11,2,0.15,165.09,107.62,57.47,Wallet,C1044,Small Business,WINTER10,false,,41
408,2025-08-02,Store-1,South,Online,P140,Sports,Fitness,Fitness 10,112.38,2,0.1,202.28,165.83,36.45,Card,C1034,Corporate,VIP5,false,,43
409,2025-06-24,Store-3,South,Online,P195,Home,Decor,Decor 11,115.5,3,0.1,311.85,229.07,82.78,Card,C1015,Small Business,,false,,39
410,2025-08-17,Store-1,South,Online,P108,Home,Kitchen,Kitchen 6,181.61,5,0,908.05,549.12,358.93,Card,C1112,Consumer,NEW20,false,,11
411,2025-06-24,Store-2,South,Retail,P103,Sports,Fitness,Fitness 5,70.63,1,0,70.63,42.85,27.78,Wallet,C1030,Consumer,WINTER10,false,,42
412,2025-07-04,Store-2,South,Online,P156,Electronics,Audio,Audio 20,160.18,3,0.15,408.46,358.61,49.85,Card,C1187,Corporate,WINTER10,false,,5
413,2025-09-25,Store-3,South,Retail,P176,Sports,Fitness,Fitness 5,79.46,5,0.1,357.57,254.95,102.62,Cash,C1050,Consumer,VIP5,false,,47
414,2025-09-13,Store-3,North,Online,P150,Home,Kitchen,Kitchen 2,48.69,2,0.1,87.64,77.67,9.97,Cash,C1118,Small Business,VIP5,true,2025-09-14,39
415,2025-09-03,Store-3,South,Retail,P126,Home,Decor,Decor 6,72.75,4,0,291.0,220.4,70.6,Card,C1108,Consumer,NEW20,false,,50
416,2025-06-24,Store-3,South,Online,P173,Home,Kitchen,Kitchen 4,56.42,3,0,169.26,126.05,43.21,Cash,C1151,Small Business,WINTER10,false,,27
417,2025-09-10,Store-1,Central,Retail,P170,Electronics,Audio,Audio 18,122.29,2,0,244.58,168.18,76.4,Card,C1173,Corporate,NEW20,true,2025-09-17,12
418,2025-09-15,Store-1,North,Retail,P165,Electronics,Audio,Audio 5,66.96,4,0.1,241.06,164.71,76.35,Card,C1046,Small Business,,false,,10
419,2025-07-29,Store-3,South,Online,P182,Home,Decor,Decor 17,99.8,1,0,99.8,89.23,10.57,Card,C1113,Consumer,,false,,34
420,2025-07-24,Store-1,Central,Online,P122,Sports,Fitness,Fitness 12,77.47,4,0,309.88,277.12,32.76,Card,C1176,Corporate,WINTER10,false,,35
421,2025-09-10,Store-3,North,Online,P106,Sports,Fitness,Fitness 7,53.44,1,0.05,50.77,34.31,16.46,Card,C1067,Corporate,WINTER10,false,,0
422,2025-07-07,Store-2,North,Retail,P192,Electronics,Audio,Audio 14,27.25,2,0,54.5,34.57,19.93,Wallet,C1027,Corporate,NEW20,false,,14
423,2025-06-25,Store-2,North,Retail,P152,Home,Decor,Decor 18,81.53,3,0.1,220.13,136.88,83.25,Wallet,C1191,Corporate,NEW20,true,2025-06-30,11
424,2025-09-12,Store-2,Central,Online,P171,Electronics,Phones,Phones 7,94.96,5,0,474.8,426.64,48.16,Wallet,C1030,Consumer,VIP5,true,2025-09-13,0
425,2025-07-02,Store-3,Central,Online,P160,Electronics,Audio,Audio 5,175.58,4,0,702.32,451.46,250.86,Cash,C1168,Consumer,VIP5,false,,24
426,2025-07-25,Store-3,Central,Online,P108,Home,Kitchen,Kitchen 5,14.46,1,0.05,13.74,8.42,5.32,Cash,C1078,Small Business,WINTER10,false,,5
427,2025-08-31,Store-3,North,Retail,P199,Electronics,Phones,Phones 12,142.44,5,0.1,640.98,507.02,133.96,Wallet,C1106,Consumer,,true,2025-09-05,31
428,2025-07-25,Store-2,North,Retail,P148,Electronics,Audio,Audio 7,67.75,4,0.1,243.9,184.32,59.58,Wallet,C1071,Consumer,,false,,41
429,2025-07-26,Store-2,North,Online,P149,Home,Decor,Decor 20,58.85,2,0.15,100.05,75.62,24.43,Cash,C1038,Corporate,WINTER10,false,,35
430,2025-06-01,Store-2,North,Online,P156,Sports,Fitness,Fitness 10,182.63,4,0,730.52,460.74,269.78,Card,C1103,Corporate,,false,,24
431,2025-07-15,Store-1,Central,Online,P103,Electronics,Phones,Phones 5,103.23,1,0,103.23,79.06,24.17,Wallet,C1132,Consumer,WINTER10,false,,26
432,2025-07-25,Store-2,South,Online,P106,Home,Kitchen,Kitchen 19,149.73,1,0.15,127.27,112.43,14.84,Cash,C1078,Small Business,,false,,6
433,2025-07-23,Store-1,South,Online,P192,Sports,Fitness,Fitness 9,137.14,3,0,411.42,317.75,93.67,Card,C1072,Corporate,,false,,19
434,2025-08-08,Store-2,South,Online,P166,Electronics,Phones,Phones 16,71.38,3,0,214.14,148.82,65.32,Wallet,C1074,Small Business,VIP5,false,,15
435,2025-07-21,Store-3,Central,Online,P159,Home,Decor,Decor 9,189.5,5,0,947.5,606.85,340.65,Wallet,C1165,Consumer,,false,,5
436,2025-07-01,Store-3,North,Retail,P188,Home,Kitchen,Kitchen 20,186.26,4,0.1,670.54,437.33,233.21,Wallet,C1024,Corporate,,false,,30
437,2025-08-20,Store-3,South,Retail,P124,Electronics,Phones,Phones 13,81.25,4,0,325.0,231.52,93.48,Wallet,C1143,Small Business,VIP5,true,2025-08-30,25
438,2025-08-03,Store-2,North,Retail,P165,Electronics,Audio,Audio 11,198.55,4,0,794.2,676.44,117.76,Card,C1174,Small Business,,false,,23
439,2025-09-19,Store-2,Central,Retail,P139,Home,Kitchen,Kitchen 20,76.85,2,0.15,130.64,104.62,26.02,Card,C1022,Consumer,,false,,30
440,2025-07-12,Store-1,South,Online,P191,Electronics,Audio,Audio 18,48.61,3,0.05,138.54,95.7,42.84,Cash,C1052,Corporate,,true,2025-07-16,24
441,2025-07-28,Store-1,Central,Retail,P112,Electronics,Phones,Phones 8,83.62,2,0,167.24,130.12,37.12,Cash,C1181,Corporate,,false,,15
442,2025-07-26,Store-2,North,Online,P173,Home,Kitchen,Kitchen 2,177.9,1,0.15,151.22,91.69,59.53,Wallet,C1150,Small Business,NEW20,false,,25
443,2025-06-18,Store-3,Central,Retail,P151,Home,Kitchen,Kitchen 6,42.3,5,0.05,200.92,156.67,44.25,Card,C1074,Small Business,VIP5,false,,32
444,2025-07-16,Store-3,North,Online,P132,Home,Kitchen,Kitchen 9,134.19,4,0.15,456.25,334.72,121.53,Cash,C1119,Small Business,VIP5,false,,44
445,2025-08-17,Store-1,North,Online,P126,Electronics,Audio,Audio 5,45.77,3,0,137.31,121.5,15.81,Wallet,C1114,Corporate,,false,,3
446,2025-06-21,Store-2,North,Online,P103,Home,Decor,Decor 1,177.32,4,0.15,602.89,534.34,68.55,Cash,C1059,Consumer,,true,2025-06-25,21
447,2025-07-08,Store-3,Central,Retail,P107,Home,Decor,Decor 17,6.82,1,0.15,5.8,4.85,0.95,Cash,C1051,Consumer,VIP5,false,,1
448,2025-06-11,Store-1,Central,Retail,P147,Home,Decor,Decor 4,119.24,5,0.05,566.39,341.96,224.43,Cash,C1160,Corporate,NEW20,false,,31
449,2025-08-07,Store-3,Central,Online,P112,Home,Decor,Decor 13,133.43,4,0.1,480.35,403.55,76.8,Wallet,C1006,Consumer,,true,2025-08-12,2
450,2025-08-15,Store-2,South,Retail,P160,Electronics,Phones,Phones 8,73.52,4,0.1,264.67,167.02,97.65,Wallet,C1194,Small Business,,false,,21
451,2025-07-08,Store-3,North,Retail,P184,Sports,Fitness,Fitness 1,88.94,5,0.15,378.0,336.65,41.35,Wallet,C1187,Corporate,VIP5,false,,45
452,2025-07-06,Store-3,North,Online,P190,Home,Kitchen,Kitchen 2,154.21,2,0,308.42,269.28,39.14,Card,C1067,Consumer,NEW20,false,,47
453,2025-08-28,Store-3,South,Retail,P175,Sports,Fitness,Fitness 5,191.12,1,0,191.12,139.86,51.26,Cash,C1088,Consumer,NEW20,false,,35
454,2025-09-06,Store-2,Central,Online,P134,Sports,Fitness,Fitness 16,15.22,1,0,15.22,12.96,2.26,Card,C1101,Small Business,,false,,21
455,2025-06-08,Store-1,Central,Online,P169,Home,Kitchen,Kitchen 2,118.18,1,0.1,106.36,80.0,26.36,Card,C1124,Consumer,WINTER10,false,,19
456,2025-06-28,Store-1,North,Retail,P198,Electronics,Phones,Phones 6,155.76,5,0.05,739.86,660.96,78.9,Card,C1047,Corporate,NEW20,false,,43
457,2025-08-10,Store-2,Central,Retail,P169,Sports,Fitness,Fitness 6,31.39,3,0,94.17,63.35,30.82,Wallet,C1005,Small Business,,false,,49
458,2025-07-08,Store-1,Central,Retail,P194,Electronics,Phones,Phones 10,184.41,4,0.15,626.99,406.22,220.77,Card,C1023,Corporate,NEW20,false,,10
459,2025-06-25,Store-1,North,Online,P110,Home,Decor,Decor 5,53.14,1,0.1,47.83,37.68,10.15,Card,C1007,Corporate,VIP5,false,,15
460,2025-08-13,Store-2,South,Retail,P168,Home,Decor,Decor 12,141.38,2,0.1,254.48,157.8,96.68,Cash,C1072,Corporate,,false,,27
461,2025-07-10,Store-2,Central,Online,P138,Home,Decor,Decor 13,126.39,1,0,126.39,92.88,33.51,Wallet,C1113,Corporate,VIP5,true,2025-07-15,25
462,2025-06-12,Store-1,South,Online,P155,Sports,Fitness,Fitness 7,198.18,4,0.1,713.45,606.97,106.48,Cash,C1096,Small Business,,false,,25
463,2025-08-22,Store-1,Central,Retail,P116,Sports,Fitness,Fitness 10,68.28,4,0.05,259.46,226.68,32.78,Wallet,C1122,Small Business,,false,,11
464,2025-09-24,Store-2,South,Online,P190,Home,Decor,Decor 1,58.55,5,0.1,263.48,187.67,75.81,Card,C1109,Consumer,NEW20,true,2025-09-28,44
465,2025-09-09,Store-3,South,Online,P181,Electronics,Phones,Phones 8,65.48,2,0.1,117.86,83.85,34.01,Wallet,C1175,Corporate,NEW20,false,,24
466,2025-06-12,Store-1,North,Retail,P114,Sports,Fitness,Fitness 19,151.11,4,0.05,574.22,442.79,131.43,Wallet,C1043,Consumer,,true,2025-06-18,16
467,2025-07-18,Store-2,Central,Retail,P163,Electronics,Phones,Phones 19,104.66,1,0,104.66,64.56,40.1,Cash,C1200,Consumer,WINTER10,false,,31
468,2025-09-06,Store-2,Central,Retail,P109,Sports,Fitness,Fitness 2,147.73,2,0,295.46,238.36,57.1,Cash,C1039,Small Business,VIP5,false,,4
469,2025-06-17,Store-3,Central,Retail,P115,Electronics,Audio,Audio 2,20.37,3,0,61.11,52.45,8.66,Cash,C1160,Small Business,VIP5,false,,28
470,2025-06-28,Store-2,North,Retail,P120,Electronics,Audio,Audio 15,189.43,3,0,568.29,442.56,125.73,Wallet,C1100,Small Business,,false,,19
471,2025-07-15,Store-3,Central,Online,P171,Electronics,Phones,Phones 11,79.85,5,0.05,379.29,229.04,150.25,Cash,C1176,Corporate,VIP5,false,,31
472,2025-06-28,Store-3,South,Online,P126,Home,Kitchen,Kitchen 12,114.4,4,0.15,388.96,274.93,114.03,Wallet,C1096,Consumer,,false,,37
473,2025-08-07,Store-3,Central,Retail,P126,Home,Decor,Decor 14,157.89,5,0.15,671.03,554.74,116.29,Cash,C1009,Corporate,WINTER10,false,,30
474,2025-09-06,Store-1,South,Retail,P185,Home,Kitchen,Kitchen 5,129.11,4,0.15,438.97,351.47,87.5,Card,C1072,Small Business,NEW20,false,,46
475,2025-09-23,Store-1,Central,Retail,P102,Home,Kitchen,Kitchen 4,62.87,2,0.15,106.88,68.83,38.05,Cash,C1187,Corporate,,false,,48
476,2025-08-13,Store-1,North,Retail,P197,Home,Kitchen,Kitchen 17,85.63,4,0.05,325.39,269.9,55.49,Wallet,C1178,Small Business,VIP5,false,,42
477,2025-08-31,Store-1,North,Retail,P141,Electronics,Audio,Audio 7,160.52,3,0.05,457.48,277.77,179.71,Wallet,C1079,Corporate,,false,,8
478,2025-06-26,Store-2,North,Retail,P115,Home,Kitchen,Kitchen 17,40.04,3,0,120.12,92.91,27.21,Cash,C1127,Corporate,VIP5,false,,21
479,2025-07-22,Store-3,Central,Online,P163,Home,Decor,Decor 11,182.88,2,0.05,347.47,271.9,75.57,Card,C1060,Consumer,WINTER10,false,,12
480,2025-08-27,Store-3,North,Online,P187,Sports,Fitness,Fitness 16,73.36,4,0.05,278.77,222.9,55.87,Card,C1170,Small Business,WINTER10,true,2025-09-05,30
481,2025-06-23,Store-1,South,Retail,P110,Electronics,Phones,Phones 9,73.11,4,0,292.44,220.48,71.96,Card,C1161,Consumer,,false,,24
482,2025-06-15,Store-2,North,Retail,P110,Home,Decor,Decor 16,70.9,4,0,283.6,251.63,31.97,Cash,C1005,Corporate,NEW20,false,,12
483,2025-08-07,Store-3,North,Retail,P176,Electronics,Audio,Audio 4,70.72,2,0,141.44,92.95,48.49,Wallet,C1185,Small Business,VIP5,false,,43
484,2025-06-09,Store-2,North,Online,P180,Home,Kitchen,Kitchen 13,162.08,4,0.1,583.49,397.39,186.1,Cash,C1077,Small Business,,false,,31
485,2025-06-21,Store-1,North,Retail,P154,Sports,Fitness,Fitness 7,194.99,1,0,194.99,147.91,47.08,Wallet,C1011,Small Business,WINTER10,false,,33
486,2025-09-25,Store-2,Central,Retail,P103,Home,Kitchen,Kitchen 14,185.06,3,0.15,471.9,288.96,182.94,Card,C1118,Consumer,WINTER10,false,,9
487,2025-06-02,Store-3,South,Retail,P162,Electronics,Audio,Audio 14,75.56,1,0.1,68.0,49.35,18.65,Card,C1129,Consumer,NEW20,false,,25
488,2025-08-27,Store-1,Central,Retail,P118,Electronics,Audio,Audio 17,83.77,2,0.15,142.41,122.88,19.53,Cash,C1071,Corporate,,false,,7
489,2025-07-27,Store-3,Central,Online,P168,Sports,Fitness,Fitness 17,40.71,5,0,203.55,130.53,73.02,Card,C1084,Consumer,VIP5,false,,7
490,2025-06-05,Store-2,North,Online,P161,Electronics,Phones,Phones 16,174.55,2,0.1,314.19,216.94,97.25,Wallet,C1162,Consumer,WINTER10,true,2025-06-13,10
491,2025-06-04,Store-2,South,Online,P115,Home,Kitchen,Kitchen 7,90.97,1,0.05,86.42,68.65,17.77,Wallet,C1148,Small Business,WINTER10,false,,41
492,2025-07-03,Store-3,North,Retail,P196,Sports,Fitness,Fitness 14,116.65,2,0.05,221.63,161.29,60.34,Cash,C1017,Corporate,WINTER10,false,,33
493,2025-07-19,Store-1,Central,Retail,P138,Home,Kitchen,Kitchen 20,22.62,1,0.05,21.49,17.55,3.94,Cash,C1126,Corporate,WINTER10,false,,23
494,2025-06-03,Store-1,South,Online,P106,Electronics,Audio,Audio 10,174.68,3,0,524.04,457.26,66.78,Card,C1171,Consumer,NEW20,false,,44
495,2025-09-18,Store-2,Central,Retail,P129,Electronics,Phones,Phones 6,160.66,3,0,481.98,339.73,142.25,Wallet,C1183,Corporate,WINTER10,false,,27
496,2025-08-31,Store-1,North,Retail,P160,Sports,Fitness,Fitness 20,30.42,5,0,152.1,110.47,41.63,Card,C1128,Small Business,,false,,28
497,2025-07-12,Store-1,South,Retail,P156,Electronics,Phones,Phones 20,163.61,2,0.15,278.14,194.47,83.67,Wallet,C1016,Corporate,,false,,7
498,2025-07-01,Store-2,South,Online,P143,Sports,Fitness,Fitness 2,92.35,3,0.15,235.49,155.8,79.69,Cash,C1137,Small Business,WINTER10,false,,16
499,2025-09-23,Store-3,South,Retail,P192,Home,Decor,Decor 5,62.17,4,0,248.68,216.96,31.72,Card,C1150,Consumer,NEW20,false,,13
500,2025-08-30,Store-2,North,Retail,P151,Home,Kitchen,Kitchen 16,196.25,2,0.05,372.88,324.76,48.12,Cash,C1165,Corporate,WINTER10,false,,43
